row_id,order_id,order_date,ship_date,customer_id,customer_name,segment,country,state,city,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
55,CA-2016-105816,2016-12-11,2016-12-17,JM-15265,"Janet Molinari",CORPORATE,"UNITED STATES","NEW YORK","NEW YORK CITY",10024,EAST,TEC-PH-10002447,TECHNOLOGY,PHONES,"AT&T CL83451 4-Handset Telephone",1029.95,5,0.000,298.69
56,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,"Ted Butterfield",CONSUMER,"UNITED STATES","NEW YORK",TROY,12180,EAST,OFF-ST-10000604,"OFFICE SUPPLIES",STORAGE,"Home/Office Personal File Carts",208.56,6,0.000,52.14
57,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,"Ted Butterfield",CONSUMER,"UNITED STATES","NEW YORK",TROY,12180,EAST,OFF-PA-10001569,"OFFICE SUPPLIES",PAPER,"Xerox 232",32.40,5,0.000,15.55
58,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,"Ted Butterfield",CONSUMER,"UNITED STATES","NEW YORK",TROY,12180,EAST,FUR-CH-10003968,FURNITURE,CHAIRS,"Novimex Turbo Task Chair",319.41,5,0.100,7.10
59,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,"Ted Butterfield",CONSUMER,"UNITED STATES","NEW YORK",TROY,12180,EAST,OFF-PA-10000587,"OFFICE SUPPLIES",PAPER,"Array Parchment Paper, Assorted Colors",14.56,2,0.000,6.99
60,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,"Ted Butterfield",CONSUMER,"UNITED STATES","NEW YORK",TROY,12180,EAST,TEC-AC-10002167,TECHNOLOGY,ACCESSORIES,"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive",30.00,2,0.000,3.30
61,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,"Ted Butterfield",CONSUMER,"UNITED STATES","NEW YORK",TROY,12180,EAST,OFF-BI-10001460,"OFFICE SUPPLIES",BINDERS,"Plastic Binding Combs",48.48,4,0.200,16.36
62,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,"Ted Butterfield",CONSUMER,"UNITED STATES","NEW YORK",TROY,12180,EAST,OFF-AR-10001868,"OFFICE SUPPLIES",ART,"Prang Dustless Chalk Sticks",1.68,1,0.000,0.84
63,CA-2015-135545,2015-11-24,2015-11-30,KM-16720,"Kunst Miller",CONSUMER,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90004,WEST,TEC-AC-10004633,TECHNOLOGY,ACCESSORIES,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.000,6.15
64,CA-2015-135545,2015-11-24,2015-11-30,KM-16720,"Kunst Miller",CONSUMER,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90004,WEST,OFF-BI-10001078,"OFFICE SUPPLIES",BINDERS,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8" X 11"""",25.82,6,0.200,9.36
65,CA-2015-135545,2015-11-24,2015-11-30,KM-16720,"Kunst Miller",CONSUMER,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90004,WEST,OFF-PA-10003892,"OFFICE SUPPLIES",PAPER,"Xerox 1943",146.73,3,0.000,68.96
66,CA-2015-135545,2015-11-24,2015-11-30,KM-16720,"Kunst Miller",CONSUMER,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90004,WEST,FUR-FU-10000397,FURNITURE,FURNISHINGS,"Luxo Economy Swing Arm Lamp",79.76,4,0.000,22.33
67,US-2015-164175,2015-04-30,2015-05-05,PS-18970,"Paul Stevenson","HOME OFFICE","UNITED STATES",ILLINOIS,CHICAGO,60610,CENTRAL,FUR-CH-10001146,FURNITURE,CHAIRS,"Global Value Mid-Back Manager's Chair, Gray",213.12,5,0.300,-15.22
68,CA-2014-106376,2014-12-05,2014-12-10,BS-11590,"Brendan Sweed",CORPORATE,"UNITED STATES",ARIZONA,GILBERT,85234,WEST,OFF-AR-10002671,"OFFICE SUPPLIES",ART,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.02,8,0.200,111.30
69,CA-2014-106376,2014-12-05,2014-12-10,BS-11590,"Brendan Sweed",CORPORATE,"UNITED STATES",ARIZONA,GILBERT,85234,WEST,TEC-PH-10002726,TECHNOLOGY,PHONES,"netTALK DUO VoIP Telephone Service",167.97,4,0.200,62.99
70,CA-2016-119823,2016-06-04,2016-06-06,KD-16270,"Karen Daniels",CONSUMER,"UNITED STATES",VIRGINIA,SPRINGFIELD,22153,SOUTH,OFF-PA-10000482,"OFFICE SUPPLIES",PAPER,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.000,35.66
71,CA-2016-106075,2016-09-18,2016-09-23,HM-14980,"Henry MacAllister",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,OFF-BI-10004654,"OFFICE SUPPLIES",BINDERS,"Avery Binding System Hidden Tab Executive Style Index Sets",4.62,1,0.200,1.73
72,CA-2017-114440,2017-09-14,2017-09-17,TB-21520,"Tracy Blumstein",CONSUMER,"UNITED STATES",MICHIGAN,JACKSON,49201,CENTRAL,OFF-PA-10004675,"OFFICE SUPPLIES",PAPER,"Telephone Message Books with Fax/Mobile Section, 5 1/2" x 3 3/16"""",19.05,3,0.000,8.76
73,US-2015-134026,2015-04-26,2015-05-02,JE-15745,"Joel Eaton",CONSUMER,"UNITED STATES",TENNESSEE,MEMPHIS,38109,SOUTH,FUR-CH-10000513,FURNITURE,CHAIRS,"High-Back Leather Manager's Chair",831.94,8,0.200,-114.39
74,US-2015-134026,2015-04-26,2015-05-02,JE-15745,"Joel Eaton",CONSUMER,"UNITED STATES",TENNESSEE,MEMPHIS,38109,SOUTH,FUR-FU-10003708,FURNITURE,FURNISHINGS,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36" x 48"""",97.04,2,0.200,1.21
75,US-2015-134026,2015-04-26,2015-05-02,JE-15745,"Joel Eaton",CONSUMER,"UNITED STATES",TENNESSEE,MEMPHIS,38109,SOUTH,OFF-ST-10004123,"OFFICE SUPPLIES",STORAGE,"Safco Industrial Wire Shelving System",72.78,1,0.200,-18.20
76,US-2017-118038,2017-12-09,2017-12-11,KB-16600,"Ken Brennan",CORPORATE,"UNITED STATES",TEXAS,HOUSTON,77041,CENTRAL,OFF-BI-10004182,"OFFICE SUPPLIES",BINDERS,"Economy Binders",1.25,3,0.800,-1.93
77,US-2017-118038,2017-12-09,2017-12-11,KB-16600,"Ken Brennan",CORPORATE,"UNITED STATES",TEXAS,HOUSTON,77041,CENTRAL,FUR-FU-10000260,FURNITURE,FURNISHINGS,"6" Cubicle Wall Clock",NULL,NULL,NULL,0.60
78,US-2017-118038,2017-12-09,2017-12-11,KB-16600,"Ken Brennan",CORPORATE,"UNITED STATES",TEXAS,HOUSTON,77041,CENTRAL,OFF-ST-10000615,"OFFICE SUPPLIES",STORAGE,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.200,2.72
79,US-2014-147606,2014-11-26,2014-12-01,JE-15745,"Joel Eaton",CONSUMER,"UNITED STATES",TEXAS,HOUSTON,77070,CENTRAL,FUR-FU-10003194,FURNITURE,FURNISHINGS,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.30,5,0.600,-14.48
80,CA-2016-127208,2016-06-12,2016-06-15,SC-20770,"Stewart Carmichael",CORPORATE,"UNITED STATES",ALABAMA,DECATUR,35601,SOUTH,OFF-AP-10002118,"OFFICE SUPPLIES",APPLIANCES,"1.7 Cubic Foot Compact "Cube"" Office Refrigerators"",208.16,1,0.000,56.20
81,CA-2016-127208,2016-06-12,2016-06-15,SC-20770,"Stewart Carmichael",CORPORATE,"UNITED STATES",ALABAMA,DECATUR,35601,SOUTH,OFF-BI-10002309,"OFFICE SUPPLIES",BINDERS,"Avery Heavy-Duty EZD  Binder With Locking Rings",16.74,3,0.000,8.04
82,CA-2014-139451,2014-10-12,2014-10-16,DN-13690,"Duane Noonan",CONSUMER,"UNITED STATES",CALIFORNIA,"SAN FRANCISCO",94122,WEST,OFF-AR-10002053,"OFFICE SUPPLIES",ART,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.90,5,0.000,4.17
83,CA-2014-139451,2014-10-12,2014-10-16,DN-13690,"Duane Noonan",CONSUMER,"UNITED STATES",CALIFORNIA,"SAN FRANCISCO",94122,WEST,OFF-ST-10002370,"OFFICE SUPPLIES",STORAGE,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.000,6.20
84,CA-2015-149734,2015-09-03,2015-09-08,JC-16105,"Julie Creighton",CORPORATE,"UNITED STATES","NORTH CAROLINA",DURHAM,27707,SOUTH,OFF-EN-10000927,"OFFICE SUPPLIES",ENVELOPES,"Jet-Pak Recycled Peel 'N' Seal Padded Mailers",200.98,7,0.200,62.81
85,US-2017-119662,2017-11-13,2017-11-16,CS-12400,"Christopher Schild","HOME OFFICE","UNITED STATES",ILLINOIS,CHICAGO,60623,CENTRAL,OFF-ST-10003656,"OFFICE SUPPLIES",STORAGE,"Safco Industrial Wire Shelving",230.38,3,0.200,-48.95
86,CA-2017-140088,2017-05-28,2017-05-30,PO-18865,"Patrick O'Donnell",CONSUMER,"UNITED STATES","SOUTH CAROLINA",COLUMBIA,29203,SOUTH,FUR-CH-10000863,FURNITURE,CHAIRS,"Novimex Swivel Fabric Task Chair",301.96,2,0.000,33.22
87,CA-2017-155558,2017-10-26,2017-11-02,PG-18895,"Paul Gonzalez",CONSUMER,"UNITED STATES",MINNESOTA,ROCHESTER,55901,CENTRAL,TEC-AC-10001998,TECHNOLOGY,ACCESSORIES,"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired",19.99,1,0.000,6.80
88,CA-2017-155558,2017-10-26,2017-11-02,PG-18895,"Paul Gonzalez",CONSUMER,"UNITED STATES",MINNESOTA,ROCHESTER,55901,CENTRAL,OFF-LA-10000134,"OFFICE SUPPLIES",LABELS,"Avery 511",6.16,2,0.000,2.96
89,CA-2016-159695,2016-04-05,2016-04-10,GM-14455,"Gary Mitchum","HOME OFFICE","UNITED STATES",TEXAS,HOUSTON,77095,CENTRAL,OFF-ST-10003442,"OFFICE SUPPLIES",STORAGE,"Eldon Portable Mobile Manager",158.37,7,0.200,13.86
90,CA-2016-109806,2016-09-17,2016-09-22,JS-15685,"Jim Sink",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90036,WEST,OFF-AR-10004930,"OFFICE SUPPLIES",ART,"Turquoise Lead Holder with Pocket Clip",20.10,3,0.000,6.63
91,CA-2016-109806,2016-09-17,2016-09-22,JS-15685,"Jim Sink",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90036,WEST,TEC-PH-10004093,TECHNOLOGY,PHONES,"Panasonic Kx-TS550",73.58,2,0.200,8.28
92,CA-2016-109806,2016-09-17,2016-09-22,JS-15685,"Jim Sink",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90036,WEST,OFF-PA-10000304,"OFFICE SUPPLIES",PAPER,"Xerox 1995",6.48,1,0.000,3.11
93,CA-2015-149587,2015-01-31,2015-02-05,KB-16315,"Karl Braun",CONSUMER,"UNITED STATES",MINNESOTA,MINNEAPOLIS,55407,CENTRAL,OFF-PA-10003177,"OFFICE SUPPLIES",PAPER,"Xerox 1999",12.96,2,0.000,6.22
